Frequency [Hz] - Plot 0,nm^2/Hz - Plot 0,temp [K],averages
88198.5,2.54E-05,,
88199,3.05E-05,,
88199.5,2.73E-05,,
88200,1.54E-05,,
88200.5,1.70E-05,,
88201,1.69E-05,,
88201.5,2.59E-05,,
88202,3.59E-05,,
88202.5,3.63E-05,,
88203,2.32E-05,,
88203.5,1.88E-05,,
88204,2.21E-05,,
88204.5,2.84E-05,,
88205,2.35E-05,,
88205.5,2.17E-05,,
88206,2.15E-05,,
88206.5,1.41E-05,,
88207,1.32E-05,,
88207.5,1.63E-05,,
88208,2.42E-05,,
88208.5,2.28E-05,,
88209,2.82E-05,,
88209.5,1.69E-05,,
88210,1.64E-05,,
88210.5,2.15E-05,,
88211,2.10E-05,,
88211.5,2.49E-05,,
88212,1.79E-05,,
88212.5,1.96E-05,,
88213,2.29E-05,,
88213.5,2.57E-05,,
88214,2.33E-05,,
88214.5,2.13E-05,,
88215,3.11E-05,,
88215.5,2.32E-05,,
88216,2.07E-05,,
88216.5,2.63E-05,,
88217,1.42E-05,,
88217.5,2.26E-05,,
88218,2.60E-05,,
88218.5,2.78E-05,,
88219,2.72E-05,,
88219.5,2.98E-05,,
88220,3.35E-05,,
88220.5,3.57E-05,,
88221,2.46E-05,,
88221.5,1.80E-05,,
88222,3.18E-05,,
88222.5,2.48E-05,,
88223,2.19E-05,,
88223.5,2.27E-05,,
88224,1.05E-05,,
88224.5,1.77E-05,,
88225,2.46E-05,,
88225.5,3.05E-05,,
88226,2.35E-05,,
88226.5,2.29E-05,,
88227,2.71E-05,,
88227.5,2.50E-05,,
88228,2.94E-05,,
88228.5,2.61E-05,,
88229,2.79E-05,,
88229.5,2.03E-05,,
88230,1.93E-05,,
88230.5,2.78E-05,,
88231,1.81E-05,,
88231.5,2.64E-05,,
88232,2.28E-05,,
88232.5,2.63E-05,,
88233,3.31E-05,,
88233.5,2.33E-05,,
88234,1.74E-05,,
88234.5,2.48E-05,,
88235,2.48E-05,,
88235.5,3.07E-05,,
88236,3.25E-05,,
88236.5,2.77E-05,,
88237,2.22E-05,,
88237.5,2.17E-05,,
88238,2.42E-05,,
88238.5,2.52E-05,,
88239,2.92E-05,,
88239.5,2.72E-05,,
88240,2.89E-05,,
88240.5,3.41E-05,,
88241,2.74E-05,,
88241.5,2.25E-05,,
88242,2.45E-05,,
88242.5,2.25E-05,,
88243,2.21E-05,,
88243.5,3.17E-05,,
88244,3.79E-05,,
88244.5,2.96E-05,,
88245,2.18E-05,,
88245.5,1.78E-05,,
88246,2.44E-05,,
88246.5,2.34E-05,,
88247,2.36E-05,,
88247.5,1.82E-05,,
88248,2.23E-05,,
88248.5,2.26E-05,,
88249,1.58E-05,,
88249.5,2.44E-05,,
88250,3.34E-05,,
88250.5,2.87E-05,,
88251,2.20E-05,,
88251.5,3.07E-05,,
88252,2.38E-05,,
88252.5,1.52E-05,,
88253,1.79E-05,,
88253.5,1.64E-05,,
88254,1.88E-05,,
88254.5,2.72E-05,,
88255,1.61E-05,,
88255.5,1.46E-05,,
88256,1.48E-05,,
88256.5,1.76E-05,,
88257,2.58E-05,,
88257.5,2.89E-05,,
88258,2.59E-05,,
88258.5,3.44E-05,,
88259,2.35E-05,,
88259.5,1.92E-05,,
88260,1.88E-05,,
88260.5,2.75E-05,,
88261,2.33E-05,,
88261.5,2.44E-05,,
88262,3.10E-05,,
88262.5,2.64E-05,,
88263,2.21E-05,,
88263.5,1.74E-05,,
88264,1.98E-05,,
88264.5,2.14E-05,,
88265,1.96E-05,,
88265.5,3.00E-05,,
88266,2.35E-05,,
88266.5,1.95E-05,,
88267,2.07E-05,,
88267.5,1.87E-05,,
88268,1.93E-05,,
88268.5,2.06E-05,,
88269,1.54E-05,,
88269.5,1.74E-05,,
88270,2.66E-05,,
88270.5,3.28E-05,,
88271,2.42E-05,,
88271.5,1.72E-05,,
88272,1.94E-05,,
88272.5,2.23E-05,,
88273,1.69E-05,,
88273.5,1.70E-05,,
88274,1.96E-05,,
88274.5,1.67E-05,,
88275,2.34E-05,,
88275.5,2.51E-05,,
88276,3.73E-05,,
88276.5,2.65E-05,,
88277,1.30E-05,,
88277.5,1.67E-05,,
88278,1.96E-05,,
88278.5,2.55E-05,,
88279,1.87E-05,,
88279.5,1.81E-05,,
88280,1.61E-05,,
88280.5,1.83E-05,,
88281,2.29E-05,,
88281.5,2.60E-05,,
88282,1.92E-05,,
88282.5,1.95E-05,,
88283,1.86E-05,,
88283.5,1.54E-05,,
88284,1.55E-05,,
88284.5,1.90E-05,,
88285,2.13E-05,,
88285.5,1.63E-05,,
88286,2.36E-05,,
88286.5,2.66E-05,,
88287,2.14E-05,,
88287.5,2.55E-05,,
88288,1.95E-05,,
88288.5,1.92E-05,,
88289,3.11E-05,,
88289.5,2.74E-05,,
88290,2.03E-05,,
88290.5,1.85E-05,,
88291,2.96E-05,,
88291.5,3.08E-05,,
88292,2.12E-05,,
88292.5,1.48E-05,,
88293,1.84E-05,,
88293.5,2.00E-05,,
88294,1.78E-05,,
88294.5,1.61E-05,,
88295,2.17E-05,,
88295.5,2.18E-05,,
88296,2.97E-05,,
88296.5,2.43E-05,,
88297,2.21E-05,,
88297.5,1.65E-05,,
88298,1.48E-05,,
88298.5,2.34E-05,,
88299,3.06E-05,,
88299.5,2.86E-05,,
88300,2.46E-05,,
88300.5,1.77E-05,,
88301,2.12E-05,,
88301.5,1.94E-05,,
88302,2.87E-05,,
88302.5,2.27E-05,,
88303,1.72E-05,,
88303.5,2.15E-05,,
88304,1.67E-05,,
88304.5,1.93E-05,,
88305,2.55E-05,,
88305.5,1.93E-05,,
88306,1.83E-05,,
88306.5,1.96E-05,,
88307,2.11E-05,,
88307.5,2.02E-05,,
88308,1.82E-05,,
88308.5,1.87E-05,,
88309,1.87E-05,,
88309.5,2.60E-05,,
88310,2.11E-05,,
88310.5,2.46E-05,,
88311,2.34E-05,,
88311.5,1.89E-05,,
88312,1.73E-05,,
88312.5,1.58E-05,,
88313,2.59E-05,,
88313.5,3.34E-05,,
88314,3.19E-05,,
88314.5,2.36E-05,,
88315,2.27E-05,,
88315.5,1.66E-05,,
88316,1.91E-05,,
88316.5,3.11E-05,,
88317,2.11E-05,,
88317.5,1.13E-05,,
88318,2.18E-05,,
88318.5,1.70E-05,,
88319,1.20E-05,,
88319.5,1.20E-05,,
88320,2.44E-05,,
88320.5,2.21E-05,,
88321,1.87E-05,,
88321.5,2.17E-05,,
88322,1.64E-05,,
88322.5,2.29E-05,,
88323,2.13E-05,,
88323.5,3.25E-05,,
88324,3.86E-05,,
88324.5,2.10E-05,,
88325,2.24E-05,,
88325.5,2.63E-05,,
88326,1.97E-05,,
88326.5,1.95E-05,,
88327,1.97E-05,,
88327.5,2.43E-05,,
88328,2.10E-05,,
88328.5,3.45E-05,,
88329,3.13E-05,,
88329.5,1.60E-05,,
88330,1.80E-05,,
88330.5,1.52E-05,,
88331,1.78E-05,,
88331.5,1.53E-05,,
88332,3.58E-05,,
88332.5,3.96E-05,,
88333,3.53E-05,,
88333.5,2.59E-05,,
88334,1.50E-05,,
88334.5,2.16E-05,,
88335,3.27E-05,,
88335.5,2.35E-05,,
88336,1.75E-05,,
88336.5,1.64E-05,,
88337,1.47E-05,,
88337.5,1.31E-05,,
88338,1.95E-05,,
88338.5,1.70E-05,,
88339,1.99E-05,,
88339.5,2.25E-05,,
88340,2.60E-05,,
88340.5,3.17E-05,,
88341,2.75E-05,,
88341.5,2.80E-05,,
88342,3.15E-05,,
88342.5,1.73E-05,,
88343,2.49E-05,,
88343.5,2.01E-05,,
88344,2.11E-05,,
88344.5,2.49E-05,,
88345,1.94E-05,,
88345.5,2.73E-05,,
88346,3.54E-05,,
88346.5,3.71E-05,,
88347,4.07E-05,,
88347.5,3.66E-05,,
88348,2.78E-05,,
88348.5,1.86E-05,,
88349,2.41E-05,,
88349.5,3.05E-05,,
88350,2.25E-05,,
88350.5,1.92E-05,,
88351,2.41E-05,,
88351.5,2.73E-05,,
88352,1.72E-05,,
88352.5,3.18E-05,,
88353,2.88E-05,,
88353.5,2.09E-05,,
88354,1.18E-05,,
88354.5,2.55E-05,,
88355,2.79E-05,,
88355.5,1.90E-05,,
88356,2.04E-05,,
88356.5,1.66E-05,,
88357,2.40E-05,,
88357.5,2.62E-05,,
88358,2.58E-05,,
88358.5,3.77E-05,,
88359,4.18E-05,,
88359.5,2.93E-05,,
88360,2.36E-05,,
88360.5,2.32E-05,,
88361,2.24E-05,,
88361.5,1.16E-05,,
88362,1.03E-05,,
88362.5,2.07E-05,,
88363,3.07E-05,,
88363.5,3.64E-05,,
88364,2.29E-05,,
88364.5,1.96E-05,,
88365,2.48E-05,,
88365.5,2.24E-05,,
88366,2.03E-05,,
88366.5,3.13E-05,,
88367,2.49E-05,,
88367.5,1.89E-05,,
88368,1.76E-05,,
88368.5,2.62E-05,,
88369,2.79E-05,,
88369.5,1.69E-05,,
88370,1.82E-05,,
88370.5,1.69E-05,,
88371,1.76E-05,,
88371.5,1.86E-05,,
88372,1.62E-05,,
88372.5,2.35E-05,,
88373,2.88E-05,,
88373.5,3.36E-05,,
88374,3.19E-05,,
88374.5,2.75E-05,,
88375,2.36E-05,,
88375.5,2.71E-05,,
88376,3.04E-05,,
88376.5,2.84E-05,,
88377,1.40E-05,,
88377.5,1.88E-05,,
88378,2.05E-05,,
88378.5,2.47E-05,,
88379,3.38E-05,,
88379.5,2.29E-05,,
88380,2.84E-05,,
88380.5,2.91E-05,,
88381,1.62E-05,,
88381.5,2.62E-05,,
88382,2.43E-05,,
88382.5,2.53E-05,,
88383,2.94E-05,,
88383.5,2.89E-05,,
88384,2.29E-05,,
88384.5,1.62E-05,,
88385,1.58E-05,,
88385.5,2.27E-05,,
88386,1.92E-05,,
88386.5,1.81E-05,,
88387,2.60E-05,,
88387.5,2.88E-05,,
88388,3.07E-05,,
88388.5,2.47E-05,,
88389,2.57E-05,,
88389.5,2.87E-05,,
88390,1.85E-05,,
88390.5,1.84E-05,,
88391,2.44E-05,,
88391.5,3.07E-05,,
88392,1.95E-05,,
88392.5,2.43E-05,,
88393,2.79E-05,,
88393.5,2.17E-05,,
88394,1.43E-05,,
88394.5,1.40E-05,,
88395,1.35E-05,,
88395.5,1.67E-05,,
88396,1.81E-05,,
88396.5,2.29E-05,,
88397,2.36E-05,,
88397.5,1.40E-05,,
88398,1.49E-05,,
88398.5,1.61E-05,,
88399,2.15E-05,,
88399.5,2.38E-05,,
88400,1.90E-05,,
88400.5,1.37E-05,,
88401,1.84E-05,,
88401.5,2.01E-05,,
88402,1.97E-05,,
88402.5,2.55E-05,,
88403,1.82E-05,,
88403.5,1.59E-05,,
88404,2.16E-05,,
88404.5,3.56E-05,,
88405,4.10E-05,,
88405.5,3.41E-05,,
88406,2.48E-05,,
88406.5,3.00E-05,,
88407,2.80E-05,,
88407.5,2.23E-05,,
88408,2.48E-05,,
88408.5,2.01E-05,,
88409,1.75E-05,,
88409.5,2.98E-05,,
88410,3.13E-05,,
88410.5,2.37E-05,,
88411,2.44E-05,,
88411.5,4.13E-05,,
88412,2.46E-05,,
88412.5,1.72E-05,,
88413,2.26E-05,,
88413.5,1.67E-05,,
88414,1.94E-05,,
88414.5,1.87E-05,,
88415,2.79E-05,,
88415.5,2.22E-05,,
88416,2.07E-05,,
88416.5,1.92E-05,,
88417,1.65E-05,,
88417.5,2.96E-05,,
88418,2.81E-05,,
88418.5,2.56E-05,,
88419,2.03E-05,,
88419.5,2.79E-05,,
88420,2.32E-05,,
88420.5,1.43E-05,,
88421,1.10E-05,,
88421.5,1.79E-05,,
88422,1.69E-05,,
88422.5,1.70E-05,,
88423,1.97E-05,,
88423.5,1.56E-05,,
88424,2.81E-05,,
88424.5,2.38E-05,,
88425,1.80E-05,,
88425.5,2.12E-05,,
88426,2.68E-05,,
88426.5,2.88E-05,,
88427,1.88E-05,,
88427.5,1.67E-05,,
88428,1.62E-05,,
88428.5,1.84E-05,,
88429,1.53E-05,,
88429.5,3.57E-05,,
88430,3.07E-05,,
88430.5,2.99E-05,,
88431,3.72E-05,,
88431.5,1.84E-05,,
88432,1.43E-05,,
88432.5,2.20E-05,,
88433,3.19E-05,,
88433.5,3.64E-05,,
88434,2.27E-05,,
88434.5,1.93E-05,,
88435,2.27E-05,,
88435.5,2.92E-05,,
88436,2.90E-05,,
88436.5,2.80E-05,,
88437,3.69E-05,,
88437.5,3.69E-05,,
88438,2.47E-05,,
88438.5,2.00E-05,,
88439,2.24E-05,,
88439.5,3.05E-05,,
88440,2.94E-05,,
88440.5,1.09E-05,,
88441,1.96E-05,,
88441.5,3.07E-05,,
88442,2.31E-05,,
88442.5,2.28E-05,,
88443,2.45E-05,,
88443.5,1.93E-05,,
88444,2.32E-05,,
88444.5,2.16E-05,,
88445,2.36E-05,,
88445.5,2.63E-05,,
88446,2.06E-05,,
88446.5,2.54E-05,,
88447,2.53E-05,,
88447.5,2.22E-05,,
88448,1.90E-05,,
88448.5,2.26E-05,,
88449,2.94E-05,,
88449.5,2.38E-05,,
88450,2.01E-05,,
88450.5,3.00E-05,,
88451,2.23E-05,,
88451.5,1.97E-05,,
88452,2.81E-05,,
88452.5,1.68E-05,,
88453,1.84E-05,,
88453.5,2.89E-05,,
88454,2.66E-05,,
88454.5,2.14E-05,,
88455,3.74E-05,,
88455.5,3.07E-05,,
88456,3.03E-05,,
88456.5,2.62E-05,,
88457,1.92E-05,,
88457.5,2.31E-05,,
88458,2.27E-05,,
88458.5,2.98E-05,,
88459,1.88E-05,,
88459.5,2.80E-05,,
88460,3.94E-05,,
88460.5,2.85E-05,,
88461,2.15E-05,,
88461.5,2.28E-05,,
88462,2.80E-05,,
88462.5,1.92E-05,,
88463,1.94E-05,,
88463.5,1.88E-05,,
88464,1.88E-05,,
88464.5,2.24E-05,,
88465,1.83E-05,,
88465.5,1.95E-05,,
88466,2.44E-05,,
88466.5,2.38E-05,,
88467,2.77E-05,,
88467.5,2.65E-05,,
88468,2.28E-05,,
88468.5,2.44E-05,,
88469,3.07E-05,,
88469.5,2.90E-05,,
88470,3.28E-05,,
88470.5,2.94E-05,,
88471,1.91E-05,,
88471.5,1.39E-05,,
88472,2.08E-05,,
88472.5,2.47E-05,,
88473,1.88E-05,,
88473.5,2.19E-05,,
88474,1.64E-05,,
88474.5,1.94E-05,,
88475,2.07E-05,,
88475.5,2.35E-05,,
88476,1.48E-05,,
88476.5,1.29E-05,,
88477,2.01E-05,,
88477.5,1.76E-05,,
88478,1.49E-05,,
88478.5,2.03E-05,,
88479,2.67E-05,,
88479.5,1.50E-05,,
88480,2.38E-05,,
88480.5,2.71E-05,,
88481,3.37E-05,,
88481.5,2.60E-05,,
88482,2.47E-05,,
88482.5,3.15E-05,,
88483,2.52E-05,,
88483.5,1.44E-05,,
88484,2.74E-05,,
88484.5,2.61E-05,,
88485,2.18E-05,,
88485.5,1.97E-05,,
88486,2.12E-05,,
88486.5,2.22E-05,,
88487,2.48E-05,,
88487.5,2.69E-05,,
88488,2.50E-05,,
88488.5,2.30E-05,,
88489,2.40E-05,,
88489.5,2.38E-05,,
88490,2.32E-05,,
88490.5,2.56E-05,,
88491,1.78E-05,,
88491.5,1.28E-05,,
88492,1.77E-05,,
88492.5,1.95E-05,,
88493,2.49E-05,,
88493.5,1.85E-05,,
88494,1.85E-05,,
88494.5,2.57E-05,,
88495,2.59E-05,,
88495.5,2.42E-05,,
88496,2.72E-05,,
88496.5,2.42E-05,,
88497,3.62E-05,,
88497.5,2.71E-05,,
88498,2.94E-05,,
88498.5,2.92E-05,,
88499,1.80E-05,,
88499.5,1.76E-05,,
88500,1.84E-05,,
88500.5,1.65E-05,,
88501,2.63E-05,,
88501.5,2.43E-05,,
88502,2.10E-05,,
88502.5,1.37E-05,,
88503,1.68E-05,,
88503.5,1.76E-05,,
88504,1.90E-05,,
88504.5,1.91E-05,,
88505,2.50E-05,,
88505.5,2.34E-05,,
88506,1.30E-05,,
88506.5,2.24E-05,,
88507,2.87E-05,,
88507.5,2.70E-05,,
88508,3.29E-05,,
88508.5,2.99E-05,,
88509,2.56E-05,,
88509.5,1.42E-05,,
88510,1.82E-05,,
88510.5,2.39E-05,,
88511,1.72E-05,,
88511.5,2.54E-05,,
88512,2.59E-05,,
88512.5,1.97E-05,,
88513,1.83E-05,,
88513.5,2.09E-05,,
88514,1.48E-05,,
88514.5,1.47E-05,,
88515,2.79E-05,,
88515.5,3.03E-05,,
88516,2.84E-05,,
88516.5,2.89E-05,,
88517,2.13E-05,,
88517.5,2.13E-05,,
88518,2.10E-05,,
88518.5,2.36E-05,,
88519,3.37E-05,,
88519.5,2.69E-05,,
88520,2.55E-05,,
88520.5,2.07E-05,,
88521,1.89E-05,,
88521.5,2.24E-05,,
88522,2.48E-05,,
88522.5,1.66E-05,,
88523,2.35E-05,,
88523.5,2.83E-05,,
88524,1.48E-05,,
88524.5,1.66E-05,,
88525,2.59E-05,,
88525.5,2.95E-05,,
88526,2.74E-05,,
88526.5,2.45E-05,,
88527,1.92E-05,,
88527.5,3.29E-05,,
88528,4.29E-05,,
88528.5,3.07E-05,,
88529,2.53E-05,,
88529.5,2.08E-05,,
88530,1.96E-05,,
88530.5,2.16E-05,,
88531,1.75E-05,,
88531.5,2.24E-05,,
88532,2.75E-05,,
88532.5,2.05E-05,,
88533,1.94E-05,,
88533.5,2.55E-05,,
88534,2.31E-05,,
88534.5,1.49E-05,,
88535,2.61E-05,,
88535.5,1.98E-05,,
88536,1.84E-05,,
88536.5,2.24E-05,,
88537,2.62E-05,,
88537.5,2.96E-05,,
88538,3.17E-05,,
88538.5,3.31E-05,,
88539,2.80E-05,,
88539.5,2.91E-05,,
88540,3.08E-05,,
88540.5,2.21E-05,,
88541,1.50E-05,,
88541.5,1.27E-05,,
88542,1.29E-05,,
88542.5,2.48E-05,,
88543,2.45E-05,,
88543.5,1.96E-05,,
88544,1.54E-05,,
88544.5,1.85E-05,,
88545,2.02E-05,,
88545.5,2.44E-05,,
88546,3.01E-05,,
88546.5,2.56E-05,,
88547,3.07E-05,,
88547.5,3.02E-05,,
88548,2.13E-05,,
88548.5,1.57E-05,,
88549,2.23E-05,,
88549.5,2.08E-05,,
88550,1.68E-05,,
88550.5,2.42E-05,,
88551,1.76E-05,,
88551.5,1.58E-05,,
88552,1.59E-05,,
88552.5,1.88E-05,,
88553,2.13E-05,,
88553.5,1.80E-05,,
88554,2.50E-05,,
88554.5,3.41E-05,,
88555,3.78E-05,,
88555.5,2.06E-05,,
88556,1.61E-05,,
88556.5,1.64E-05,,
88557,2.37E-05,,
88557.5,2.39E-05,,
88558,3.03E-05,,
88558.5,1.76E-05,,
88559,2.21E-05,,
88559.5,2.46E-05,,
88560,1.55E-05,,
88560.5,2.75E-05,,
88561,2.37E-05,,
88561.5,2.48E-05,,
88562,2.37E-05,,
88562.5,2.65E-05,,
88563,2.91E-05,,
88563.5,2.61E-05,,
88564,2.02E-05,,
88564.5,2.08E-05,,
88565,1.87E-05,,
88565.5,3.37E-05,,
88566,2.62E-05,,
88566.5,1.76E-05,,
88567,1.64E-05,,
88567.5,2.31E-05,,
88568,2.62E-05,,
88568.5,2.26E-05,,
88569,2.38E-05,,
88569.5,1.97E-05,,
88570,1.41E-05,,
88570.5,1.80E-05,,
88571,1.84E-05,,
88571.5,1.85E-05,,
88572,2.97E-05,,
88572.5,2.13E-05,,
88573,1.32E-05,,
88573.5,2.00E-05,,
88574,2.54E-05,,
88574.5,2.24E-05,,
88575,2.98E-05,,
88575.5,2.75E-05,,
88576,2.69E-05,,
88576.5,1.88E-05,,
88577,1.22E-05,,
88577.5,2.82E-05,,
88578,3.24E-05,,
88578.5,3.21E-05,,
88579,2.60E-05,,
88579.5,2.67E-05,,
88580,2.83E-05,,
88580.5,1.60E-05,,
88581,1.72E-05,,
88581.5,2.99E-05,,
88582,3.01E-05,,
88582.5,2.02E-05,,
88583,2.05E-05,,
88583.5,2.21E-05,,
88584,1.53E-05,,
88584.5,1.59E-05,,
88585,1.73E-05,,
88585.5,2.16E-05,,
88586,2.24E-05,,
88586.5,1.77E-05,,
88587,2.72E-05,,
88587.5,2.98E-05,,
88588,2.32E-05,,
88588.5,2.30E-05,,
88589,2.50E-05,,
88589.5,1.84E-05,,
88590,1.94E-05,,
88590.5,2.66E-05,,
88591,2.98E-05,,
88591.5,3.45E-05,,
88592,1.90E-05,,
88592.5,2.02E-05,,
88593,2.79E-05,,
88593.5,3.08E-05,,
88594,2.31E-05,,
88594.5,2.03E-05,,
88595,1.99E-05,,
88595.5,2.21E-05,,
88596,2.67E-05,,
88596.5,2.33E-05,,
88597,2.43E-05,,
88597.5,1.88E-05,,
88598,1.82E-05,,
88598.5,1.69E-05,,
88599,2.19E-05,,
88599.5,2.37E-05,,
88600,2.25E-05,,
88600.5,1.37E-05,,
88601,1.77E-05,,
88601.5,3.07E-05,,
88602,2.89E-05,,
88602.5,2.66E-05,,
88603,2.88E-05,,
88603.5,2.18E-05,,
88604,1.42E-05,,
88604.5,1.64E-05,,
88605,2.01E-05,,
88605.5,2.65E-05,,
88606,2.66E-05,,
88606.5,3.05E-05,,
88607,2.63E-05,,
88607.5,2.03E-05,,
88608,1.63E-05,,
88608.5,2.76E-05,,
88609,2.64E-05,,
88609.5,1.56E-05,,
88610,1.29E-05,,
88610.5,1.57E-05,,
88611,2.49E-05,,
88611.5,2.18E-05,,
88612,3.30E-05,,
88612.5,3.52E-05,,
88613,2.08E-05,,
88613.5,1.88E-05,,
88614,1.85E-05,,
88614.5,1.45E-05,,
88615,1.43E-05,,
88615.5,1.46E-05,,
88616,2.58E-05,,
88616.5,2.64E-05,,
88617,2.33E-05,,
88617.5,2.24E-05,,
88618,1.97E-05,,
88618.5,2.69E-05,,
88619,2.31E-05,,
88619.5,3.29E-05,,
88620,3.51E-05,,
88620.5,3.00E-05,,
88621,2.55E-05,,
88621.5,2.53E-05,,
88622,1.84E-05,,
88622.5,1.19E-05,,
88623,1.46E-05,,
88623.5,2.53E-05,,
88624,3.32E-05,,
88624.5,2.63E-05,,
88625,1.79E-05,,
88625.5,1.80E-05,,
88626,3.08E-05,,
88626.5,2.80E-05,,
88627,2.34E-05,,
88627.5,2.12E-05,,
88628,2.34E-05,,
88628.5,2.94E-05,,
88629,3.23E-05,,
88629.5,1.51E-05,,
88630,1.73E-05,,
88630.5,1.49E-05,,
88631,1.33E-05,,
88631.5,2.61E-05,,
88632,1.62E-05,,
88632.5,2.94E-05,,
88633,2.61E-05,,
88633.5,2.43E-05,,
88634,2.44E-05,,
88634.5,1.43E-05,,
88635,1.85E-05,,
88635.5,2.74E-05,,
88636,2.64E-05,,
88636.5,2.13E-05,,
88637,1.93E-05,,
88637.5,3.03E-05,,
88638,1.85E-05,,
88638.5,1.60E-05,,
88639,1.50E-05,,
88639.5,2.25E-05,,
88640,2.64E-05,,
88640.5,3.01E-05,,
88641,3.76E-05,,
88641.5,2.37E-05,,
88642,2.34E-05,,
88642.5,2.55E-05,,
88643,2.69E-05,,
88643.5,2.20E-05,,
88644,2.33E-05,,
88644.5,2.61E-05,,
88645,2.56E-05,,
88645.5,2.17E-05,,
88646,2.48E-05,,
88646.5,3.26E-05,,
88647,2.59E-05,,
88647.5,1.95E-05,,
88648,1.40E-05,,
88648.5,2.14E-05,,
88649,2.02E-05,,
88649.5,2.56E-05,,
88650,3.00E-05,,
88650.5,2.64E-05,,
88651,2.25E-05,,
88651.5,2.66E-05,,
88652,2.44E-05,,
88652.5,1.79E-05,,
88653,1.98E-05,,
88653.5,1.74E-05,,
88654,2.04E-05,,
88654.5,2.30E-05,,
88655,2.99E-05,,
88655.5,3.05E-05,,
88656,2.27E-05,,
88656.5,2.53E-05,,
88657,2.31E-05,,
88657.5,2.00E-05,,
88658,2.27E-05,,
88658.5,2.76E-05,,
88659,3.35E-05,,
88659.5,2.34E-05,,
88660,1.67E-05,,
88660.5,1.70E-05,,
88661,1.84E-05,,
88661.5,1.75E-05,,
88662,1.42E-05,,
88662.5,1.52E-05,,
88663,1.80E-05,,
88663.5,2.35E-05,,
88664,2.06E-05,,
88664.5,3.36E-05,,
88665,2.46E-05,,
88665.5,2.14E-05,,
88666,3.18E-05,,
88666.5,3.21E-05,,
88667,2.19E-05,,
88667.5,3.20E-05,,
88668,2.94E-05,,
88668.5,1.42E-05,,
88669,1.22E-05,,
88669.5,1.46E-05,,
88670,1.91E-05,,
88670.5,2.31E-05,,
88671,2.35E-05,,
88671.5,2.75E-05,,
88672,3.24E-05,,
88672.5,2.12E-05,,
88673,2.32E-05,,
88673.5,2.15E-05,,
88674,2.40E-05,,
88674.5,2.53E-05,,
88675,2.91E-05,,
88675.5,2.24E-05,,
88676,2.28E-05,,
88676.5,1.81E-05,,
88677,1.90E-05,,
88677.5,2.82E-05,,
88678,2.92E-05,,
88678.5,2.18E-05,,
88679,1.97E-05,,
88679.5,4.17E-05,,
88680,3.69E-05,,
88680.5,1.83E-05,,
88681,1.18E-05,,
88681.5,2.38E-05,,
88682,2.01E-05,,
88682.5,1.40E-05,,
88683,1.39E-05,,
88683.5,2.05E-05,,
88684,2.82E-05,,
88684.5,2.58E-05,,
88685,2.39E-05,,
88685.5,1.80E-05,,
88686,1.12E-05,,
88686.5,1.60E-05,,
88687,2.14E-05,,
88687.5,1.53E-05,,
88688,2.24E-05,,
88688.5,2.20E-05,,
88689,2.19E-05,,
88689.5,1.48E-05,,
88690,2.22E-05,,
88690.5,2.49E-05,,
88691,1.67E-05,,
88691.5,2.18E-05,,
88692,1.33E-05,,
88692.5,1.44E-05,,
88693,3.24E-05,,
88693.5,3.10E-05,,
88694,1.65E-05,,
88694.5,2.96E-05,,
88695,3.21E-05,,
88695.5,1.88E-05,,
88696,1.95E-05,,
88696.5,1.70E-05,,
88697,1.46E-05,,
88697.5,1.67E-05,,
88698,1.80E-05,,
88698.5,2.90E-05,,
88699,3.27E-05,,
88699.5,2.46E-05,,
88700,2.29E-05,,
88700.5,2.88E-05,,
88701,2.72E-05,,
88701.5,2.18E-05,,
88702,2.12E-05,,
88702.5,2.78E-05,,
88703,2.38E-05,,
88703.5,1.76E-05,,
88704,2.60E-05,,
88704.5,2.57E-05,,
88705,2.79E-05,,
88705.5,3.45E-05,,
88706,2.59E-05,,
88706.5,2.24E-05,,
88707,1.63E-05,,
88707.5,1.76E-05,,
88708,2.38E-05,,
88708.5,2.17E-05,,
88709,2.04E-05,,
88709.5,2.00E-05,,
88710,1.83E-05,,
88710.5,2.82E-05,,
88711,1.76E-05,,
88711.5,1.65E-05,,
88712,2.27E-05,,
88712.5,2.19E-05,,
88713,2.64E-05,,
88713.5,2.20E-05,,
88714,2.00E-05,,
88714.5,1.96E-05,,
88715,1.59E-05,,
88715.5,1.54E-05,,
88716,1.79E-05,,
88716.5,2.61E-05,,
88717,2.23E-05,,
88717.5,2.47E-05,,
88718,2.78E-05,,
88718.5,2.86E-05,,
88719,2.19E-05,,
88719.5,1.89E-05,,
88720,1.73E-05,,
88720.5,2.89E-05,,
88721,2.89E-05,,
88721.5,2.73E-05,,
88722,1.77E-05,,
88722.5,1.35E-05,,
88723,1.82E-05,,
88723.5,2.47E-05,,
88724,2.69E-05,,
88724.5,2.47E-05,,
88725,1.94E-05,,
88725.5,1.82E-05,,
88726,2.02E-05,,
88726.5,1.49E-05,,
88727,1.68E-05,,
88727.5,1.60E-05,,
88728,1.90E-05,,
88728.5,1.79E-05,,
88729,2.09E-05,,
88729.5,2.22E-05,,
88730,1.92E-05,,
88730.5,1.47E-05,,
88731,2.36E-05,,
88731.5,2.25E-05,,
88732,1.75E-05,,
88732.5,2.52E-05,,
88733,2.41E-05,,
88733.5,2.32E-05,,
88734,2.04E-05,,
88734.5,2.73E-05,,
